ts,pan_cmd_deg,tilt_cmd_deg,mean_cx,mean_cy,err_x_px,err_y_px,W,H,n_dets
2025-09-30T03:36:46.017,83.070,18.533,1333.500,1028.000,-37.500,-56.000,2592,1944,1
2025-09-30T03:36:46.159,83.070,18.533,1333.500,1028.000,-37.500,-56.000,2592,1944,1
2025-09-30T03:36:46.540,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:46.653,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:46.950,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:47.199,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:47.486,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:47.721,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:48.078,83.070,18.533,1333.500,1028.000,-37.500,-56.000,2592,1944,1
2025-09-30T03:36:48.258,83.070,18.533,1333.500,1028.000,-37.500,-56.000,2592,1944,1
2025-09-30T03:36:48.568,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:48.797,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:49.163,83.070,18.533,1333.000,1028.500,-37.000,-56.500,2592,1944,1
2025-09-30T03:36:49.347,83.070,18.533,1333.000,1028.500,-37.000,-56.500,2592,1944,1
2025-09-30T03:36:49.669,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:49.900,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:50.229,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:50.415,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:50.832,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:50.985,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:51.312,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:51.478,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:51.773,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:51.947,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:52.286,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:52.520,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:52.804,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:53.036,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:53.342,83.070,18.533,1333.500,1028.000,-37.500,-56.000,2592,1944,1
2025-09-30T03:36:53.572,83.070,18.533,1333.500,1028.000,-37.500,-56.000,2592,1944,1
2025-09-30T03:36:53.892,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:54.125,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:54.458,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:54.687,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:55.029,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:55.198,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:55.609,83.070,18.533,1333.000,1028.500,-37.000,-56.500,2592,1944,1
2025-09-30T03:36:55.736,83.070,18.533,1333.000,1028.500,-37.000,-56.500,2592,1944,1
2025-09-30T03:36:56.116,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:56.222,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:56.564,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:56.751,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:57.034,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:57.262,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:57.603,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:57.840,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:58.139,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:58.297,83.070,18.533,1333.000,1027.500,-37.000,-55.500,2592,1944,1
2025-09-30T03:36:58.675,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
2025-09-30T03:36:58.840,83.070,18.533,1333.000,1028.000,-37.000,-56.000,2592,1944,1
