ts,pan_cmd_deg,tilt_cmd_deg,mean_cx,mean_cy,err_x_px,err_y_px,W,H,n_dets
2025-09-30T13:58:14.061,58.444,8.559,1972.500,902.000,-676.500,70.000,2592,1944,1
2025-09-30T13:58:14.291,58.444,8.559,1972.500,902.000,-676.500,70.000,2592,1944,1
2025-09-30T13:58:14.821,58.444,8.559,1602.000,921.500,-306.000,50.500,2592,1944,1
2025-09-30T13:58:14.926,58.444,8.559,1602.000,921.500,-306.000,50.500,2592,1944,1
2025-09-30T13:58:15.162,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:15.321,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:15.678,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:15.990,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:16.282,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:16.462,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:16.773,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:16.989,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:17.310,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:17.601,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:17.888,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:18.141,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:18.531,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:18.668,58.444,8.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:19.068,59.444,9.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:19.213,59.444,9.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:19.597,60.444,10.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:19.691,60.444,10.559,1597.000,921.000,-301.000,51.000,2592,1944,1
2025-09-30T13:58:19.980,61.444,11.559,1573.500,939.000,-277.500,33.000,2592,1944,1
2025-09-30T13:58:20.153,61.444,11.559,1573.500,939.000,-277.500,33.000,2592,1944,1
2025-09-30T13:58:20.436,62.444,11.806,1548.000,967.000,-252.000,5.000,2592,1944,1
2025-09-30T13:58:20.666,62.444,11.806,1548.000,967.000,-252.000,5.000,2592,1944,1
2025-09-30T13:58:21.132,63.444,11.682,1523.000,974.500,-227.000,-2.500,2592,1944,1
2025-09-30T13:58:21.242,63.444,11.682,1523.000,974.500,-227.000,-2.500,2592,1944,1
2025-09-30T13:58:21.678,64.444,11.559,1521.000,974.500,-225.000,-2.500,2592,1944,1
2025-09-30T13:58:21.778,64.444,11.559,1521.000,974.500,-225.000,-2.500,2592,1944,1
2025-09-30T13:58:22.158,65.444,11.435,1498.500,974.500,-202.500,-2.500,2592,1944,1
2025-09-30T13:58:22.321,65.444,11.435,1498.500,974.500,-202.500,-2.500,2592,1944,1
2025-09-30T13:58:22.663,66.444,11.262,1476.000,975.500,-180.000,-3.500,2592,1944,1
2025-09-30T13:58:22.831,66.444,11.262,1476.000,975.500,-180.000,-3.500,2592,1944,1
2025-09-30T13:58:23.167,67.444,11.114,1458.000,975.000,-162.000,-3.000,2592,1944,1
2025-09-30T13:58:23.412,67.444,11.114,1458.000,975.000,-162.000,-3.000,2592,1944,1
2025-09-30T13:58:23.809,68.444,10.941,1440.500,975.500,-144.500,-3.500,2592,1944,1
2025-09-30T13:58:23.916,68.444,10.941,1440.500,975.500,-144.500,-3.500,2592,1944,1
2025-09-30T13:58:24.205,69.444,10.792,1433.500,975.000,-137.500,-3.000,2592,1944,1
2025-09-30T13:58:24.433,69.444,10.792,1433.500,975.000,-137.500,-3.000,2592,1944,1
2025-09-30T13:58:24.788,70.444,11.288,1400.000,962.000,-104.000,10.000,2592,1944,1
2025-09-30T13:58:24.971,70.444,11.288,1400.000,962.000,-104.000,10.000,2592,1944,1
2025-09-30T13:58:25.349,71.444,11.610,1391.500,965.500,-95.500,6.500,2592,1944,1
2025-09-30T13:58:25.509,71.444,11.610,1391.500,965.500,-95.500,6.500,2592,1944,1
2025-09-30T13:58:25.842,72.444,11.436,1373.000,975.500,-77.000,-3.500,2592,1944,1
2025-09-30T13:58:26.071,72.444,11.436,1373.000,975.500,-77.000,-3.500,2592,1944,1
2025-09-30T13:58:26.475,73.444,11.263,1351.000,975.500,-55.000,-3.500,2592,1944,1
2025-09-30T13:58:26.639,73.444,11.263,1351.000,975.500,-55.000,-3.500,2592,1944,1
2025-09-30T13:58:26.981,74.444,11.089,1344.500,975.500,-48.500,-3.500,2592,1944,1
2025-09-30T13:58:27.149,74.444,11.089,1344.500,975.500,-48.500,-3.500,2592,1944,1
2025-09-30T13:58:27.461,75.444,10.915,1325.500,975.500,-29.500,-3.500,2592,1944,1
2025-09-30T13:58:27.683,75.444,10.915,1325.500,975.500,-29.500,-3.500,2592,1944,1
2025-09-30T13:58:28.087,75.444,11.288,1296.000,964.500,0.000,7.500,2592,1944,1
2025-09-30T13:58:28.286,75.444,11.288,1296.000,964.500,0.000,7.500,2592,1944,1
2025-09-30T13:58:28.688,75.319,11.809,1293.500,961.500,2.500,10.500,2592,1944,1
2025-09-30T13:58:28.823,75.319,11.809,1293.500,961.500,2.500,10.500,2592,1944,1
2025-09-30T13:58:29.210,75.193,11.660,1293.500,975.000,2.500,-3.000,2592,1944,1
2025-09-30T13:58:29.308,75.193,11.660,1293.500,975.000,2.500,-3.000,2592,1944,1
2025-09-30T13:58:29.593,75.043,11.511,1293.000,975.000,3.000,-3.000,2592,1944,1
2025-09-30T13:58:29.829,75.043,11.511,1293.000,975.000,3.000,-3.000,2592,1944,1
2025-09-30T13:58:30.100,75.043,11.511,1294.000,975.500,2.000,-3.500,2592,1944,1
2025-09-30T13:58:30.395,75.043,11.511,1294.000,975.500,2.000,-3.500,2592,1944,1
2025-09-30T13:58:30.655,75.043,11.511,1293.500,975.000,2.500,-3.000,2592,1944,1
2025-09-30T13:58:30.889,75.043,11.511,1293.500,975.000,2.500,-3.000,2592,1944,1
2025-09-30T13:58:31.282,75.043,11.511,1294.000,975.000,2.000,-3.000,2592,1944,1
2025-09-30T13:58:31.497,75.043,11.511,1294.000,975.000,2.000,-3.000,2592,1944,1
2025-09-30T13:58:31.896,75.043,11.511,1293.500,975.500,2.500,-3.500,2592,1944,1
2025-09-30T13:58:32.209,75.043,11.511,1293.500,975.500,2.500,-3.500,2592,1944,1
2025-09-30T13:58:32.492,75.043,11.511,1293.500,975.500,2.500,-3.500,2592,1944,1
2025-09-30T13:58:32.664,75.043,11.511,1293.500,975.500,2.500,-3.500,2592,1944,1
2025-09-30T13:58:33.036,75.043,11.511,1294.000,975.500,2.000,-3.500,2592,1944,1
2025-09-30T13:58:33.141,75.043,11.511,1294.000,975.500,2.000,-3.500,2592,1944,1
2025-09-30T13:58:33.522,75.043,11.511,1293.500,975.500,2.500,-3.500,2592,1944,1
2025-09-30T13:58:33.714,75.043,11.511,1293.500,975.500,2.500,-3.500,2592,1944,1
2025-09-30T13:58:34.049,75.043,11.511,1294.000,975.000,2.000,-3.000,2592,1944,1
2025-09-30T13:58:34.196,75.043,11.511,1294.000,975.000,2.000,-3.000,2592,1944,1
2025-09-30T13:58:34.869,75.043,11.511,1294.000,975.500,2.000,-3.500,2592,1944,1
2025-09-30T13:58:35.014,75.043,11.511,1294.000,975.500,2.000,-3.500,2592,1944,1
2025-09-30T13:58:35.165,75.043,11.511,1293.500,975.000,2.500,-3.000,2592,1944,1
2025-09-30T13:58:35.268,75.043,11.511,1293.500,975.000,2.500,-3.000,2592,1944,1
2025-09-30T13:58:35.519,75.043,11.511,1294.000,975.500,2.000,-3.500,2592,1944,1
2025-09-30T13:58:35.747,75.043,11.511,1294.000,975.500,2.000,-3.500,2592,1944,1
2025-09-30T13:58:35.998,75.043,11.511,1293.500,975.000,2.500,-3.000,2592,1944,1
2025-09-30T13:58:36.286,75.043,11.511,1293.500,975.000,2.500,-3.000,2592,1944,1
2025-09-30T13:58:36.577,75.043,11.511,1293.500,975.500,2.500,-3.500,2592,1944,1
2025-09-30T13:58:36.744,75.043,11.511,1293.500,975.500,2.500,-3.500,2592,1944,1
2025-09-30T13:58:37.201,75.043,11.511,1293.500,974.500,2.500,-2.500,2592,1944,1
2025-09-30T13:58:37.304,75.043,11.511,1293.500,974.500,2.500,-2.500,2592,1944,1
