ts,pan_cmd_deg,tilt_cmd_deg,mean_cx,mean_cy,err_x_px,err_y_px,W,H,n_dets
2025-09-30T03:47:47.580,85.756,0.000,1260.000,887.500,36.000,84.500,2592,1944,1
2025-09-30T03:47:47.824,85.756,0.000,1260.000,887.500,36.000,84.500,2592,1944,1
2025-09-30T03:48:00.627,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:00.722,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:00.918,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:01.028,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:01.360,85.756,0.000,1302.500,712.500,-6.500,259.500,2592,1944,1
2025-09-30T03:48:01.535,85.756,0.000,1302.500,712.500,-6.500,259.500,2592,1944,1
2025-09-30T03:48:01.888,85.756,0.000,1280.000,801.000,16.000,171.000,2592,1944,2
2025-09-30T03:48:02.064,85.756,0.000,1280.000,801.000,16.000,171.000,2592,1944,2
2025-09-30T03:48:02.440,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:02.601,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:02.971,85.756,0.000,1280.500,801.000,15.500,171.000,2592,1944,2
2025-09-30T03:48:03.144,85.756,0.000,1280.500,801.000,15.500,171.000,2592,1944,2
2025-09-30T03:48:03.477,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:03.648,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:04.051,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:04.218,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:04.556,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:04.720,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:05.051,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:05.280,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:05.637,85.756,0.000,1302.000,712.500,-6.000,259.500,2592,1944,1
2025-09-30T03:48:05.794,85.756,0.000,1302.000,712.500,-6.000,259.500,2592,1944,1
2025-09-30T03:48:06.129,85.756,0.000,1302.000,712.500,-6.000,259.500,2592,1944,1
2025-09-30T03:48:06.296,85.756,0.000,1302.000,712.500,-6.000,259.500,2592,1944,1
2025-09-30T03:48:06.637,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:06.861,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:07.207,85.756,0.000,1302.500,712.000,-6.500,260.000,2592,1944,1
2025-09-30T03:48:07.379,85.756,0.000,1302.500,712.000,-6.500,260.000,2592,1944,1
2025-09-30T03:48:07.715,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:07.894,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:08.227,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:08.402,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:08.791,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:08.959,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:09.295,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:09.545,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:09.865,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:10.080,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:10.405,85.756,0.000,1280.500,801.500,15.500,170.500,2592,1944,2
2025-09-30T03:48:10.565,85.756,0.000,1280.500,801.500,15.500,170.500,2592,1944,2
2025-09-30T03:48:10.966,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:11.135,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:11.479,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:11.640,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:12.035,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:12.203,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:12.546,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:12.735,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:13.070,85.756,0.000,1301.500,712.500,-5.500,259.500,2592,1944,1
2025-09-30T03:48:13.251,85.756,0.000,1301.500,712.500,-5.500,259.500,2592,1944,1
2025-09-30T03:48:13.581,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:13.748,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:14.134,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:14.305,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:14.693,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:14.857,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:15.186,85.756,0.000,1302.500,712.000,-6.500,260.000,2592,1944,1
2025-09-30T03:48:15.372,85.756,0.000,1302.500,712.000,-6.500,260.000,2592,1944,1
2025-09-30T03:48:15.699,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:15.872,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:16.248,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:16.420,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:16.757,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:16.932,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:17.812,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:17.974,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:18.300,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:18.520,85.756,0.000,1301.500,712.000,-5.500,260.000,2592,1944,1
2025-09-30T03:48:18.862,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:19.035,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:19.397,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:19.585,85.756,0.000,1302.000,712.000,-6.000,260.000,2592,1944,1
2025-09-30T03:48:19.925,85.756,0.000,1280.250,801.000,15.750,171.000,2592,1944,2
2025-09-30T03:48:20.094,85.756,0.000,1280.250,801.000,15.750,171.000,2592,1944,2
