file,pan_deg,tilt_deg,cx,cy,w,h,conf,cls,W,H
img_t-30_p+015_20250930_000143_086.jpg,15.0,-30.0,2567.3636474609375,155.78664016723633,48.576416015625,75.67443084716797,0.7517736554145813,-1,2592,1944
img_t-30_p+030_20250930_000143_790.jpg,30.0,-30.0,2047.0823974609375,192.86125946044922,75.739013671875,62.78926086425781,0.7910427451133728,-1,2592,1944
img_t-30_p+045_20250930_000144_494.jpg,45.0,-30.0,1660.5350952148438,210.35362243652344,54.8189697265625,57.857757568359375,0.7964996695518494,-1,2592,1944
img_t-30_p+060_20250930_000145_197.jpg,60.0,-30.0,1334.1680908203125,215.04949188232422,49.492919921875,54.65034484863281,0.8223708868026733,-1,2592,1944
img_t-30_p+075_20250930_000145_854.jpg,75.0,-30.0,1094.5953979492188,207.76996612548828,54.4564208984375,55.72648620605469,0.782927930355072,-1,2592,1944
img_t-30_p+090_20250930_000146_541.jpg,90.0,-30.0,621.1388244628906,179.12977600097656,72.03656005859375,64.092529296875,0.7929712533950806,-1,2592,1944
img_t-30_p+105_20250930_000147_245.jpg,105.0,-30.0,91.62024688720703,129.39004516601562,101.09574890136719,79.59820556640625,0.8005674481391907,-1,2592,1944
img_t-30_p+120_20250930_000147_951.jpg,120.0,-30.0,315.2380065917969,431.3562469482422,64.0606689453125,78.45278930664062,0.6002082824707031,-1,2592,1944
img_t-15_p+105_20250930_000154_792.jpg,105.0,-15.0,18.731033325195312,464.3426055908203,37.462066650390625,63.642425537109375,0.7053937315940857,-1,2592,1944
img_t-15_p+090_20250930_000155_496.jpg,90.0,-15.0,540.2492523193359,510.5989990234375,71.51882934570312,53.890625,0.8049632906913757,-1,2592,1944
img_t-15_p+075_20250930_000156_199.jpg,75.0,-15.0,909.6785583496094,535.1869506835938,53.55975341796875,46.002685546875,0.8228806257247925,-1,2592,1944
img_t-15_p+060_20250930_000156_832.jpg,60.0,-15.0,1135.7360229492188,545.3453063964844,49.7811279296875,42.22100830078125,0.7727967500686646,-1,2592,1944
img_t-15_p+045_20250930_000157_414.jpg,45.0,-15.0,1445.3563842773438,548.4627380371094,46.4063720703125,39.44049072265625,0.7249709367752075,-1,2592,1944
img_t-15_p+030_20250930_000158_118.jpg,30.0,-15.0,1817.70556640625,539.7119445800781,53.06494140625,46.22760009765625,0.7923112511634827,-1,2592,1944
img_t-15_p+030_20250930_000158_118.jpg,30.0,-15.0,2292.06640625,753.9211120605469,63.70166015625,67.70050048828125,0.5524533987045288,-1,2592,1944
img_t-15_p+015_20250930_000158_821.jpg,15.0,-15.0,2199.20654296875,519.5055694580078,76.0166015625,53.732879638671875,0.7733098268508911,-1,2592,1944
img_t+00_p+015_20250930_000217_499.jpg,15.0,0.0,2323.3636474609375,792.9924926757812,77.437255859375,51.5814208984375,0.7817125916481018,-1,2592,1944
img_t+00_p+030_20250930_000218_202.jpg,30.0,0.0,1891.6371459960938,814.5234069824219,50.1124267578125,39.91204833984375,0.7946595549583435,-1,2592,1944
img_t+00_p+030_20250930_000218_202.jpg,30.0,0.0,2451.6256103515625,1037.1005554199219,67.338623046875,67.39434814453125,0.7144752144813538,-1,2592,1944
img_t+00_p+045_20250930_000218_849.jpg,45.0,0.0,1643.9401245117188,822.7660217285156,47.4876708984375,37.34735107421875,0.7231776714324951,-1,2592,1944
img_t+00_p+060_20250930_000219_547.jpg,60.0,0.0,1303.855712890625,825.8218994140625,38.232666015625,35.7139892578125,0.7609925866127014,-1,2592,1944
img_t+00_p+075_20250930_000220_249.jpg,75.0,0.0,1042.7945556640625,818.0035705566406,39.91357421875,33.80865478515625,0.7610775828361511,-1,2592,1944
img_t+00_p+090_20250930_000220_954.jpg,90.0,0.0,733.8229370117188,805.0054321289062,51.3756103515625,39.1461181640625,0.795090913772583,-1,2592,1944
img_t+00_p+105_20250930_000221_658.jpg,105.0,0.0,308.4773254394531,775.1846923828125,72.69305419921875,50.2489013671875,0.7495911121368408,-1,2592,1944
img_t+00_p+120_20250930_000222_362.jpg,120.0,0.0,371.54701232910156,1006.7429504394531,54.501556396484375,58.77850341796875,0.6119333505630493,-1,2592,1944
img_t+15_p+105_20250930_000229_333.jpg,105.0,15.0,74.03824234008789,1030.4758911132812,97.7010269165039,62.0726318359375,0.7952049970626831,-1,2592,1944
img_t+15_p+090_20250930_000229_990.jpg,90.0,15.0,492.62420654296875,1060.3441772460938,79.111083984375,48.5885009765625,0.8026130795478821,-1,2592,1944
img_t+15_p+075_20250930_000230_676.jpg,75.0,15.0,933.6114501953125,1084.2470092773438,47.7647705078125,39.0545654296875,0.6037120223045349,-1,2592,1944
img_t+15_p+060_20250930_000231_379.jpg,60.0,15.0,1216.0595703125,1092.0201416015625,42.9931640625,38.63916015625,0.7437567114830017,-1,2592,1944
img_t+15_p+045_20250930_000231_957.jpg,45.0,15.0,1420.5452880859375,1093.20263671875,40.61181640625,38.63671875,0.7330979108810425,-1,2592,1944
img_t+15_p+030_20250930_000232_658.jpg,30.0,15.0,1801.3286743164062,1086.642578125,47.6036376953125,42.06103515625,0.8290486931800842,-1,2592,1944
img_t+15_p+015_20250930_000233_362.jpg,15.0,15.0,2160.091796875,1071.5469360351562,68.21484375,48.9224853515625,0.757386326789856,-1,2592,1944
img_t+30_p+015_20250930_000252_106.jpg,15.0,30.0,2518.7503662109375,1357.3112182617188,102.096923828125,70.9437255859375,0.7768288254737854,-1,2592,1944
img_t+30_p+030_20250930_000252_806.jpg,30.0,30.0,1921.5797729492188,1384.2515869140625,56.7449951171875,49.617919921875,0.8106309175491333,-1,2592,1944
img_t+30_p+045_20250930_000253_510.jpg,45.0,30.0,1593.3373413085938,1392.9483642578125,47.2601318359375,46.10009765625,0.7416650652885437,-1,2592,1944
img_t+30_p+075_20250930_000254_917.jpg,75.0,30.0,997.5846557617188,1390.5708618164062,48.80908203125,44.4913330078125,0.6992087960243225,-1,2592,1944
img_t+30_p+090_20250930_000255_622.jpg,90.0,30.0,656.7797241210938,1375.0928955078125,62.6781005859375,53.482177734375,0.7880930304527283,-1,2592,1944
img_t+30_p+105_20250930_000256_325.jpg,105.0,30.0,192.77054595947266,1349.4502563476562,98.34507751464844,66.2713623046875,0.792493462562561,-1,2592,1944
img_t+45_p+090_20250930_000304_640.jpg,90.0,45.0,382.08067321777344,1764.7377319335938,99.94015502929688,81.7408447265625,0.8030990958213806,-1,2592,1944
img_t+45_p+075_20250930_000305_343.jpg,75.0,45.0,824.5622253417969,1785.7357788085938,65.10382080078125,69.1888427734375,0.7635020017623901,-1,2592,1944
img_t+45_p+060_20250930_000306_047.jpg,60.0,45.0,1195.0028076171875,1793.7662353515625,49.537353515625,66.329345703125,0.7637356519699097,-1,2592,1944
img_t+45_p+045_20250930_000306_750.jpg,45.0,45.0,1549.208984375,1794.0881958007812,53.6826171875,67.2542724609375,0.7950931191444397,-1,2592,1944
img_t+45_p+030_20250930_000307_454.jpg,30.0,45.0,1936.6121215820312,1785.105224609375,70.3463134765625,75.303955078125,0.7800208330154419,-1,2592,1944
img_t+45_p+015_20250930_000308_157.jpg,15.0,45.0,2426.626220703125,1763.2979125976562,107.16748046875,87.1165771484375,0.7787573933601379,-1,2592,1944
