file,pan_deg,tilt_deg,cx,cy,w,h,conf,cls,W,H
img_t-30_p+030_20251016_154006_219.jpg,30.0,-30.0,2272.7274169921875,284.48873138427734,84.146728515625,68.99024963378906,0.5804002285003662,-1,2592,1944
img_t-30_p+045_20251016_154006_789.jpg,45.0,-30.0,1870.943359375,292.3724670410156,68.72021484375,57.90386962890625,0.7736338973045349,-1,2592,1944
img_t-30_p+060_20251016_154007_365.jpg,60.0,-30.0,1487.1806030273438,293.51007080078125,44.8201904296875,47.4200439453125,0.8087970614433289,-1,2592,1944
img_t-30_p+075_20251016_154007_942.jpg,75.0,-30.0,1193.6937255859375,290.2352600097656,45.351318359375,47.452392578125,0.779555082321167,-1,2592,1944
img_t-30_p+090_20251016_154008_517.jpg,90.0,-30.0,860.044921875,280.2006607055664,58.1168212890625,55.28294372558594,0.7826706171035767,-1,2592,1944
img_t-30_p+105_20251016_154009_092.jpg,105.0,-30.0,457.2023010253906,266.50247955322266,80.02227783203125,63.07823181152344,0.7683745622634888,-1,2592,1944
img_t-15_p+105_20251016_154015_492.jpg,105.0,-15.0,172.23095703125,580.5234375,92.71047973632812,63.2430419921875,0.7623928189277649,-1,2592,1944
img_t-15_p+075_20251016_154016_726.jpg,75.0,-15.0,998.6022338867188,608.793212890625,42.5321044921875,36.1976318359375,0.7178138494491577,-1,2592,1944
img_t-15_p+060_20251016_154017_281.jpg,60.0,-15.0,1243.4090576171875,613.3807983398438,37.04248046875,34.292724609375,0.6427721977233887,-1,2592,1944
img_t-15_p+045_20251016_154017_856.jpg,45.0,-15.0,1569.580810546875,615.0213623046875,42.84716796875,36.0836181640625,0.7517844438552856,-1,2592,1944
img_t-15_p+030_20251016_154018_432.jpg,30.0,-15.0,1871.8663330078125,613.5651245117188,57.003662109375,42.597900390625,0.7968577742576599,-1,2592,1944
img_t-15_p+015_20251016_154019_007.jpg,15.0,-15.0,2306.575439453125,607.75390625,81.9970703125,54.6182861328125,0.7697795033454895,-1,2592,1944
img_t+00_p+030_20251016_154035_317.jpg,30.0,0.0,2099.48583984375,884.1866760253906,67.70947265625,44.08282470703125,0.7692737579345703,-1,2592,1944
img_t+00_p+045_20251016_154035_893.jpg,45.0,0.0,1733.3450927734375,886.5431823730469,47.941650390625,36.22698974609375,0.7984249591827393,-1,2592,1944
img_t+00_p+060_20251016_154036_469.jpg,60.0,0.0,1450.0657348632812,886.4340209960938,39.8917236328125,32.910400390625,0.7611935138702393,-1,2592,1944
img_t+00_p+075_20251016_154037_045.jpg,75.0,0.0,1186.2915649414062,883.7757568359375,39.7371826171875,31.4166259765625,0.7388936877250671,-1,2592,1944
img_t+00_p+090_20251016_154037_684.jpg,90.0,0.0,904.796142578125,879.52880859375,45.3740234375,35.756591796875,0.771054208278656,-1,2592,1944
img_t+00_p+105_20251016_154038_260.jpg,105.0,0.0,581.8671264648438,872.0799560546875,65.87109375,44.57568359375,0.7005739808082581,-1,2592,1944
img_t+00_p+120_20251016_154038_837.jpg,120.0,0.0,20.390043258666992,855.2516784667969,40.780086517333984,56.09271240234375,0.7683131098747253,-1,2592,1944
img_t+15_p+105_20251016_154044_658.jpg,105.0,15.0,203.14532470703125,1141.07666015625,97.83419799804688,57.316650390625,0.7429163455963135,-1,2592,1944
img_t+15_p+090_20251016_154045_234.jpg,90.0,15.0,681.804443359375,1148.620361328125,64.012939453125,46.180908203125,0.7078113555908203,-1,2592,1944
img_t+15_p+075_20251016_154045_811.jpg,75.0,15.0,1021.2559814453125,1154.0599975585938,31.730712890625,38.0953369140625,0.5166547298431396,-1,2592,1944
img_t+15_p+060_20251016_154046_386.jpg,60.0,15.0,1283.5830078125,1157.4116821289062,42.002197265625,36.0391845703125,0.6301181316375732,-1,2592,1944
img_t+15_p+045_20251016_154046_961.jpg,45.0,15.0,1569.48291015625,1158.8109741210938,41.639892578125,38.3077392578125,0.7548094391822815,-1,2592,1944
img_t+15_p+030_20251016_154047_535.jpg,30.0,15.0,1880.3785400390625,1158.5317993164062,53.056640625,42.9156494140625,0.8077362775802612,-1,2592,1944
